,numeroMuseo,numeroCampo,familia,genero,especie,localidad,latitud,longitud,fechaInicioColeccion,colector,altitudMax,altitudMin,year,5years,decade,institutionCode,scientificName,catalogNumber,Locacion,Elevation,geometry,elevation,elev_category
469,UNL28818.0,5287,Meliaceae,Guarea,kunthiana,,-4.6458,-79.1028,2000-06-27,Vicente Bolivar Merino; Jorge Galvez | Harko Koster | E. Armijos | F. Salinas | J. Dias | Calero,,,2000.0,2000.0,2000.0,UNL,Guarea kunthiana,28818.0,,,POINT (-79.1028 -4.6458),[997.],501-1000
470,UNL28841.0,14732,Meliaceae,Guarea,kunthiana,,-3.0486,-78.2281,2005-09-06,David Neill; NSF Dendrology Course,,,2005.0,2005.0,2000.0,UNL,Guarea kunthiana,28841.0,,,POINT (-78.2281 -3.0486),[712.],501-1000
471,UNL4150.0,227,Meliaceae,Guarea,kunthiana,,-4.0794,-79.1789,2008-07-31,Nelson Villa,,,2008.0,2005.0,2000.0,UNL,Guarea kunthiana,4150.0,,,POINT (-79.1789 -4.0794),[2453.],2001-2500
472,UNL6621.0,68,Meliaceae,Guarea,kunthiana,,-3.9869,-79.9968,2005-01-12,P?o Cueva; Margarita León | Julio Eras,,,2005.0,2005.0,2000.0,UNL,Guarea kunthiana,6621.0,,,POINT (-79.9968 -3.9869),[953.],501-1000
473,UNL7479.0,113,Meliaceae,Guarea,kunthiana,,-3.8822,-79.0889,2006-03-25,Andrés Gerique; Holger Salas | Carmelo Medina | Eduardo Tapia,,,2006.0,2005.0,2000.0,UNL,Guarea kunthiana,7479.0,,,POINT (-79.0889 -3.8822),[1747.],1501-2000
474,UNL7573.0,294,Meliaceae,Guarea,kunthiana,,-3.8942,-79.105,2006-10-22,Andrés Gerique; DaRío Veintimilla | Eduardo Tapia | Antonio Quizhpe,,,2006.0,2005.0,2000.0,UNL,Guarea kunthiana,7573.0,,,POINT (-79.105 -3.8942),[1852.],1501-2000
475,UNL7915.0,70,Meliaceae,Guarea,kunthiana,,-4.3653,-78.6661,2005-11-10,Andrés Gerique; Holger Salas,,,2005.0,2005.0,2000.0,UNL,Guarea kunthiana,7915.0,,,POINT (-78.6661 -4.3653),[907.],501-1000
476,UNL8292.0,68,Meliaceae,Guarea,kunthiana,,-3.9809,-79.965,2012-10-16,Nikolay Arturo Aguirre Mendoza; Klever Poma | Leonardo Jaramillo,,,2012.0,2010.0,2010.0,UNL,Guarea kunthiana,8292.0,,,POINT (-79.965 -3.9809),[1495.],1001-1500
477,UNL9460.0,224,Meliaceae,Guarea,kunthiana,,-4.2467,-78.9308,1998-05-28,Hugo Omar Cabrera Cisneros; Vicente Bolivar Merino | Angel S?nchez,,,1998.0,1995.0,1990.0,UNL,Guarea kunthiana,9460.0,,,POINT (-78.9308 -4.2467),[1746.],1501-2000
478,UNL9461.0,225,Meliaceae,Guarea,kunthiana,,-4.2467,-78.9308,1998-05-28,Hugo Omar Cabrera Cisneros; Vicente Bolivar Merino | Angel S?nchez,,,1998.0,1995.0,1990.0,UNL,Guarea kunthiana,9461.0,,,POINT (-78.9308 -4.2467),[1746.],1501-2000
479,INABIOEC264575.0,4831,Meliaceae,Guarea,kunthiana,,0.521639,-79.025889,2023-05-24,Diana Margoth Fernández Fernández; L. Verdesoto | D. Navas | N. Angulo,,,2023.0,2020.0,2020.0,INABIOEC,Guarea kunthiana,264575.0,,,POINT (-79.025889 0.521639),[449.],0-500
480,INABIOEC96.0,96,Meliaceae,Guarea,kunthiana,,-0.054092,-79.249565,2022-10-29,Juan Eduardo Yépez,,,2022.0,2020.0,2020.0,INABIOEC,Guarea kunthiana,96.0,,,POINT (-79.249565 -0.054092),[359.],0-500
0,INABIOEC55944.0,12440,Primulaceae,Myrsine,coriacea,,-1.95,-79.1,1991-07-18,"Hendrik Hessel Van der Werff; H. van der Werff, Bruce Gray & Galo A. Tipaz",,,1991.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,55944.0,,,POINT (-79.1 -1.95),[2009.],2001-2500
1,INABIOEC97416.0,1131,Primulaceae,Myrsine,coriacea,,-1.3667,-79.0833,1994-01-23,"Aída Álvarez; Aída Alvarez, Pungaña, J. & W. Mazabanda",,,1994.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,97416.0,,,POINT (-79.0833 -1.3667),[2961.],2500-3000
2,INABIOEC137707.0,2508,Primulaceae,Myrsine,coriacea,,-0.63333,-77.85,1997-10-01,"Efraín Liborio Freire Mayorga; Efraín Freire, David Neill & Homero Vargas L.",,,1997.0,1995.0,1990.0,INABIOEC,Myrsine coriacea,137707.0,,,POINT (-77.85 -0.63333),[2436.],2001-2500
3,INABIOEC141939.0,1259,Primulaceae,Myrsine,coriacea,,0.0167,-78.65,1996-09-12,Efraín Liborio Freire Mayorga; Efraín Freire & M. Reina,,,1996.0,1995.0,1990.0,INABIOEC,Myrsine coriacea,141939.0,,,POINT (-78.65 0.0167),[2005.],2001-2500
4,INABIOEC91822.0,79931,Primulaceae,Myrsine,coriacea,,-3.9667,-79.1167,1993-07-13,Alwyn Howard Gentry; Alwyn H. Gentry,,,1993.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,91822.0,,,POINT (-79.1167 -3.9667),[2330.],2001-2500
5,INABIOEC51694.0,73189,Primulaceae,Myrsine,coriacea,,0.1167,-78.6167,1991-02-10,Alwyn Howard Gentry; Alwyn H. Gentry & R. Valencia,,,1991.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,51694.0,,,POINT (-78.6167 0.1167),[1628.],1501-2000
6,INABIOEC195553.0,1581,Primulaceae,Myrsine,coriacea,,-3.9667,-79.0667,2005-08-30,Juergen Homeier; Juergen Homeier,,,2005.0,2005.0,2000.0,INABIOEC,Myrsine coriacea,195553.0,,,POINT (-79.0667 -3.9667),[2008.],2001-2500
7,INABIOEC94644.0,1182,Primulaceae,Myrsine,coriacea,,-3.8269,-79.3369,1994-12-02,"Peter Møller Jørgensen; P.M. Jørgensen, Carmen Ulloa, Homero Vargas L. & Pablo Lozano",,,1994.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,94644.0,,,POINT (-79.3369 -3.8269),[2914.],2500-3000
8,INABIOEC94604.0,952,Primulaceae,Myrsine,coriacea,,-4.0125,-79.2575,1994-11-27,"Peter Møller Jørgensen; P.M. Jørgensen, Carmen Ulloa, Susana León & Homero Vargas L.",,,1994.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,94604.0,,,POINT (-79.2575 -4.0125),[2540.],2500-3000
9,INABIOEC90918.0,11129,Primulaceae,Myrsine,coriacea,,-2.6,-78.8167,1985-01-19,James Leonard Luteyn; James L. Luteyn & Elvira Cotton,,,1985.0,1985.0,1980.0,INABIOEC,Myrsine coriacea,90918.0,,,POINT (-78.8167 -2.6),[3456.],3000-3500
10,INABIOEC104137.0,75464,Primulaceae,Myrsine,coriacea,,-4.0833,-79.1667,1988-09-30,Jens Elgaard Madsen; Jens E. Madsen,,,1988.0,1985.0,1980.0,INABIOEC,Myrsine coriacea,104137.0,,,POINT (-79.1667 -4.0833),[2787.],2500-3000
11,INABIOEC146312.0,86669,Primulaceae,Myrsine,coriacea,,-4.4667,-79.1667,1989-10-12,Jens Elgaard Madsen; Jens E. Madsen,,,1989.0,1985.0,1980.0,INABIOEC,Myrsine coriacea,146312.0,,,POINT (-79.1667 -4.4667),[3254.],3000-3500
14,INABIOEC170523.0,5853,Primulaceae,Myrsine,coriacea,,-1.45,-78.1,1985-03-01,David A. Neill; David Neill,,,1985.0,1985.0,1980.0,INABIOEC,Myrsine coriacea,170523.0,,,POINT (-78.1 -1.45),[1135.],1001-1500
15,INABIOEC79862.0,10237,Primulaceae,Myrsine,coriacea,,0.4167,-78.5,1993-04-24,David A. Neill; David Neill,,,1993.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,79862.0,,,POINT (-78.5 0.4167),[2317.],2001-2500
16,INABIOEC101037.0,58270,Primulaceae,Myrsine,coriacea,,-4.3833,-79.1167,1985-02-27,"Benjamin Øllgaard; Benjamin Øllgaard, Simon Lægaard, Karsten Thomsen, J. Korning & Thea Illum",,,1985.0,1985.0,1980.0,INABIOEC,Myrsine coriacea,101037.0,,,POINT (-79.1167 -4.3833),[2999.],2500-3000
17,INABIOEC101047.0,58297,Primulaceae,Myrsine,coriacea,,-4.3833,-79.1167,1985-02-27,"Benjamin Øllgaard; Benjamin Øllgaard, Simon Lægaard, Karsten Thomsen, J. Korning & Thea Illum",,,1985.0,1985.0,1980.0,INABIOEC,Myrsine coriacea,101047.0,,,POINT (-79.1167 -4.3833),[2999.],2500-3000
18,INABIOEC46542.0,74900,Primulaceae,Myrsine,coriacea,,-4.0833,-79.1667,1988-06-18,Benjamin Øllgaard; Benjamin Øllgaard & Jens E. Madsen,,,1988.0,1985.0,1980.0,INABIOEC,Myrsine coriacea,46542.0,,,POINT (-79.1667 -4.0833),[2787.],2500-3000
19,INABIOEC42649.0,6195,Primulaceae,Myrsine,coriacea,,-0.1167,-77.6,1990-10-11,Walter Armando Palacios Cuenca; Walter A. Palacios,,,1990.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,42649.0,,,POINT (-77.6 -0.1167),[1218.],1001-1500
20,INABIOEC53533.0,7244,Primulaceae,Myrsine,coriacea,,0.85,-78.0333,1991-05-20,Walter Armando Palacios Cuenca; Walter A. Palacios & Daniel Rubio,,,1991.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,53533.0,,,POINT (-78.0333 0.85),[2325.],2001-2500
21,INABIOEC53678.0,7277,Primulaceae,Myrsine,coriacea,,0.85,-78.0333,1991-05-20,Walter Armando Palacios Cuenca; Walter A. Palacios & Daniel Rubio,,,1991.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,53678.0,,,POINT (-78.0333 0.85),[2325.],2001-2500
22,INABIOEC50097.0,6804,Primulaceae,Myrsine,coriacea,,0.4667,-78.5167,1991-01-14,Walter Armando Palacios Cuenca; Walter A. Palacios,,,1991.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,50097.0,,,POINT (-78.5167 0.4667),[2140.],2001-2500
23,INABIOEC62507.0,2267,Primulaceae,Myrsine,coriacea,,-3.9667,-79.0667,1991-12-23,"Daniel Rubio; Daniel Rubio, C. Aulestia & Katie Edwards",,,1991.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,62507.0,,,POINT (-79.0667 -3.9667),[2008.],2001-2500
24,INABIOEC117910.0,1356,Primulaceae,Myrsine,coriacea,,0.8333333,-78.1833333,1994-08-18,"Milton Tirado; Milton Tirado, Patricio Fuentes, Zurita, Rubén & L. Chamorro",,,1994.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,117910.0,,,POINT (-78.1833333 0.8333333),[2228.],2001-2500
25,INABIOEC147775.0,3491,Primulaceae,Myrsine,coriacea,,-0.63333,-77.85,1999-01-12,José Homero Vargas López; Homero Vargas L. & Edwin Narváez,,,1999.0,1995.0,1990.0,INABIOEC,Myrsine coriacea,147775.0,,,POINT (-77.85 -0.63333),[2436.],2001-2500
26,INABIOEC146177.0,3349,Primulaceae,Myrsine,coriacea,,-0.63333,-77.85,1999-01-03,José Homero Vargas López; Homero Vargas L. & Edwin Narváez,,,1999.0,1995.0,1990.0,INABIOEC,Myrsine coriacea,146177.0,,,POINT (-77.85 -0.63333),[2436.],2001-2500
28,INABIOEC240242.0,1913,Primulaceae,Myrsine,coriacea,,-3.625514,-79.501431,2015-11-22,Diana Margoth Fernández Fernández; Javier Donoso | Betzabet Obando,,,2015.0,2015.0,2010.0,INABIOEC,Myrsine coriacea,240242.0,,,POINT (-79.501431 -3.625514),[2453.],2001-2500
29,INABIOEC240241.0,1955,Primulaceae,Myrsine,coriacea,,-3.623367,-79.5004,2015-11-22,Diana Margoth Fernández Fernández; Javier Donoso | Betzabet Obando,,,2015.0,2015.0,2010.0,INABIOEC,Myrsine coriacea,240241.0,,,POINT (-79.5004 -3.623367),[2450.],2001-2500
31,INABIOEC124167.0,2080,Primulaceae,Myrsine,coriacea,,-0.6489,-77.5969,1997-04-29,"Aída Álvarez; Aída Alvarez, A. Zamora & V. Huaraca",,,1997.0,1995.0,1990.0,INABIOEC,Myrsine coriacea,124167.0,,,POINT (-77.5969 -0.6489),[1544.],1501-2000
33,INABIOEC171414.0,16592,Primulaceae,Myrsine,coriacea,,-1.5,-80.5667,1991-09-24,"Carlos Eduardo Cerón Martínez; Carlos E. Cerón, Consuelo Montalvo A., Raúl Pozo & Nancy Torres",,,1991.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,171414.0,,,POINT (-80.5667 -1.5),[402.],0-500
34,INABIOEC97416.0,1131,Primulaceae,Myrsine,coriacea,,-1.3667,-79.0833,1994-01-23,"Aída Álvarez; Aída Alvarez, Pungaña, J. & W. Mazabanda",,,1994.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,97416.0,,,POINT (-79.0833 -1.3667),[2961.],2500-3000
35,INABIOEC91822.0,79931,Primulaceae,Myrsine,coriacea,,-3.9667,-79.1167,1993-07-13,Alwyn Howard Gentry; Alwyn H. Gentry,,,1993.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,91822.0,,,POINT (-79.1167 -3.9667),[2330.],2001-2500
36,INABIOEC94644.0,1182,Primulaceae,Myrsine,coriacea,,-3.8269,-79.3369,1994-12-02,"Peter Møller Jørgensen; P.M. Jørgensen, Carmen Ulloa, Homero Vargas L. & Pablo Lozano",,,1994.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,94644.0,,,POINT (-79.3369 -3.8269),[2914.],2500-3000
37,INABIOEC94604.0,952,Primulaceae,Myrsine,coriacea,,-4.0125,-79.2575,1994-11-27,"Peter Møller Jørgensen; P.M. Jørgensen, Carmen Ulloa, Susana León & Homero Vargas L.",,,1994.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,94604.0,,,POINT (-79.2575 -4.0125),[2540.],2500-3000
38,INABIOEC90918.0,11129,Primulaceae,Myrsine,coriacea,,-2.6,-78.8167,1985-01-19,James Leonard Luteyn; James L. Luteyn & Elvira Cotton,,,1985.0,1985.0,1980.0,INABIOEC,Myrsine coriacea,90918.0,,,POINT (-78.8167 -2.6),[3456.],3000-3500
39,INABIOEC94432.0,1383,Primulaceae,Myrsine,coriacea,,-3.823056,-79.296667,1994-12-09,Peter Møller Jørgensen; Carmen Ulloa | Homero Vargas | Pablo Lozano,,,1994.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,94432.0,,,POINT (-79.296667 -3.823056),[2777.],2500-3000
40,INABIOEC215441.0,6997,Primulaceae,Myrsine,coriacea,,-0.5208,-78.9692,2003-08-05,"Jorge Eduardo Ramos Peréz; Jorge E. Ramos, J. Contreras, R. Ramos & F. Biteri",,,2003.0,2000.0,2000.0,INABIOEC,Myrsine coriacea,215441.0,,,POINT (-78.9692 -0.5208),[2678.],2500-3000
41,INABIOEC215440.0,5838,Primulaceae,Myrsine,coriacea,,-0.5842,-78.7933,2003-07-11,"Jorge Eduardo Ramos Peréz; Jorge E. Ramos, L. Ramos, A. Tigsu & R. Tigsu",,,2003.0,2000.0,2000.0,INABIOEC,Myrsine coriacea,215440.0,,,POINT (-78.7933 -0.5842),[2644.],2500-3000
42,INABIOEC31045.0,11051,Primulaceae,Myrsine,coriacea,,0.63333,-77.63333,1989-08-09,Hendrik Hessel Van der Werff; H. van der Werff & Edgar Gudiño,,,1989.0,1985.0,1980.0,INABIOEC,Myrsine coriacea,31045.0,,,POINT (-77.63333 0.63333),[3124.],3000-3500
43,INABIOEC125952.0,1671,Primulaceae,Myrsine,coriacea,,-0.63333,-77.85,1997-10-01,"José Homero Vargas López; Homero Vargas L., David Neill & Freire Guevara, Enrique",,,1997.0,1995.0,1990.0,INABIOEC,Myrsine coriacea,125952.0,,,POINT (-77.85 -0.63333),[2436.],2001-2500
44,INABIOEC150264.0,458,Primulaceae,Myrsine,coriacea,,0.11666,-77.95,1999-12-27,S. Bibiana Cuamacás; S. Bibiana Cuamacás & Edgar Gudiño,,,1999.0,1995.0,1990.0,INABIOEC,Myrsine coriacea,150264.0,,,POINT (-77.95 0.11666),[3507.],> 3500
45,INABIOEC14422.0,6118,Primulaceae,Myrsine,coriacea,,-1.45,-78.1,1985-02-27,David A. Neill; David Neill,,,1985.0,1985.0,1980.0,INABIOEC,Myrsine coriacea,14422.0,,,POINT (-78.1 -1.45),[1135.],1001-1500
46,INABIOEC62402.0,176,Primulaceae,Myrsine,coriacea,,0.1333,-78.5833,1991-05-20,Galo A. Tipaz; Galo A. Tipaz & Carlos Quelal,,,1991.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,62402.0,,,POINT (-78.5833 0.1333),[2205.],2001-2500
47,INABIOEC45133.0,51,Primulaceae,Myrsine,coriacea,,0.5833,-77.7,1989-04-29,Galo A. Tipaz; Galo A. Tipaz,,,1989.0,1985.0,1980.0,INABIOEC,Myrsine coriacea,45133.0,,,POINT (-77.7 0.5833),[3434.],3000-3500
48,INABIOEC147616.0,3338,Primulaceae,Myrsine,coriacea,,-0.63333,-77.85,1999-01-03,José Homero Vargas López; Homero Vargas L. & Edwin Narváez,,,1999.0,1995.0,1990.0,INABIOEC,Myrsine coriacea,147616.0,,,POINT (-77.85 -0.63333),[2436.],2001-2500
49,INABIOEC157116.0,4007,Primulaceae,Myrsine,coriacea,,-0.2167,-77.7333,1999-08-14,"José Homero Vargas López; Homero Vargas L., Efraín Freire, J.C. Valenzuela, Carlos Morales & H. Ricachi",,,1999.0,1995.0,1990.0,INABIOEC,Myrsine coriacea,157116.0,,,POINT (-77.7333 -0.2167),[1695.],1501-2000
50,INABIOEC172857.0,66546,Primulaceae,Myrsine,coriacea,,-3.916667,-79.15,1988-10-01,Lis Ellemann,,,1988.0,1985.0,1980.0,INABIOEC,Myrsine coriacea,172857.0,,,POINT (-79.15 -3.916667),[2470.],2001-2500
51,INABIOEC50987.0,61700,Primulaceae,Myrsine,coriacea,,-1.7,-78.4667,1987-02-24,Peter Møller Jørgensen; P.M. Jørgensen,,,1987.0,1985.0,1980.0,INABIOEC,Myrsine coriacea,50987.0,,,POINT (-78.4667 -1.7),[3997.],> 3500
52,INABIOEC99461.0,12424,Primulaceae,Myrsine,coriacea,,0.8,-78.15,1994-08-18,Walter Armando Palacios Cuenca; Walter A. Palacios,,,1994.0,1990.0,1990.0,INABIOEC,Myrsine coriacea,99461.0,,,POINT (-78.15 0.8),[1458.],1001-1500
53,INABIOEC99564.0,12797,Primulaceae,Myrsine,coriacea,,0.8333,-78.1167,,Walter Armando Palacios Cuenca; Walter A. Palacios,,,,,,INABIOEC,Myrsine coriacea,99564.0,,,POINT (-78.1167 0.8333),[2052.],2001-2500
68,INABIOEC259413.0,13897,Primulaceae,Myrsine,coriacea,,-3.446178,-79.580136,2022-05-22,Efraín Liborio Freire Mayorga; S. Solórzano | J. Naranjo,,,2022.0,2020.0,2020.0,INABIOEC,Myrsine coriacea,259413.0,,,POINT (-79.580136 -3.446178),[2399.],2001-2500
69,UNL11729.0,174,Primulaceae,Myrsine,coriacea,,-0.3333,-78.4333,1992-11-25,Viviana Cuamac?s; E. Gudiño,,,1992.0,1990.0,1990.0,UNL,Myrsine coriacea,11729.0,,,POINT (-78.4333 -0.3333),[2536.],2500-3000
70,UNL15217.0,-1550,Primulaceae,Myrsine,coriacea,,-4.415,-79.2769,2002-05-23,Vicente Bolivar Merino; T. Delgado | Carlos Chimbo,,,2002.0,2000.0,2000.0,UNL,Myrsine coriacea,15217.0,,,POINT (-79.2769 -4.415),[2509.],2500-3000
71,UNL15218.0,-1526,Primulaceae,Myrsine,coriacea,,-4.3786,-79.3528,2002-05-23,Vicente Bolivar Merino; T. Delgado | Carlos Chimbo,,,2002.0,2000.0,2000.0,UNL,Myrsine coriacea,15218.0,,,POINT (-79.3528 -4.3786),[2200.],2001-2500
72,UNL15222.0,-1055,Primulaceae,Myrsine,coriacea,,-4.2313,-79.1428,2002-03-20,Vicente Bolivar Merino; T. Delgado | Diego Lozano,,,2002.0,2000.0,2000.0,UNL,Myrsine coriacea,15222.0,,,POINT (-79.1428 -4.2313),[2481.],2001-2500
73,UNL15226.0,-1009,Primulaceae,Myrsine,coriacea,,-4.2308,-79.1462,2002-03-20,Vicente Bolivar Merino; T. Delgado | Diego Lozano,,,2002.0,2000.0,2000.0,UNL,Myrsine coriacea,15226.0,,,POINT (-79.1462 -4.2308),[2489.],2001-2500
74,UNL15227.0,-964,Primulaceae,Myrsine,coriacea,,-4.4908,-79.1317,2002-02-21,Pablo Enrique Lozano Carpio; Vicente Bolivar Merino | Tania Delgado | Manuel Lozano,,,2002.0,2000.0,2000.0,UNL,Myrsine coriacea,15227.0,,,POINT (-79.1317 -4.4908),[2588.],2500-3000
75,UNL15235.0,-346,Primulaceae,Myrsine,coriacea,,-3.9856,-79.0731,2002-01-22,Pablo Enrique Lozano Carpio; Vicente Bolivar Merino | Tania Delgado | Manuel Lozano,,,2002.0,2000.0,2000.0,UNL,Myrsine coriacea,15235.0,,,POINT (-79.0731 -3.9856),[2339.],2001-2500
76,UNL17791.0,1779,Primulaceae,Myrsine,coriacea,,-3.9667,-79.0667,2010-02-05,Nixon Leonardo Cumbicus Torres; D. Gonz?lez | Gonzalo Feijoo,,,2010.0,2010.0,2010.0,UNL,Myrsine coriacea,17791.0,,,POINT (-79.0667 -3.9667),[2008.],2001-2500
77,UNL23929.0,136,Primulaceae,Myrsine,coriacea,,-4.3919,-79.4647,1997-08-05,Nikolay Arturo Aguirre Mendoza; Romel Aguilera | Julian Garcia,,,1997.0,1995.0,1990.0,UNL,Myrsine coriacea,23929.0,,,POINT (-79.4647 -4.3919),[1229.],1001-1500
78,UNL23948.0,268,Primulaceae,Myrsine,coriacea,,-4.1167,-78.95,1975-09-10,Elbert Luther Little Jr.; Alberto Ortega | Alfredo Samaniego | Francisco Vivar Castro,,,1975.0,1975.0,1970.0,UNL,Myrsine coriacea,23948.0,,,POINT (-78.95 -4.1167),[1319.],1001-1500
79,UNL23961.0,378,Primulaceae,Myrsine,coriacea,,-3.5435,-79.6828,2012-06-03,Jorge G?lvez M.; Christian Aguirre | M?ximo Mora | Klever Poma,,,2012.0,2010.0,2010.0,UNL,Myrsine coriacea,23961.0,,,POINT (-79.6828 -3.5435),[2130.],2001-2500
81,UNL24043.0,1383,Primulaceae,Myrsine,coriacea,,-3.8231,-79.2967,1994-12-09,Peter M?ller Jürgensen; Carmen Ulloa Ulloa | H. Vargas | Pablo Enrique Lozano Carpio,,,1994.0,1990.0,1990.0,UNL,Myrsine coriacea,24043.0,,,POINT (-79.2967 -3.8231),[2777.],2500-3000
82,UNL24078.0,2289,Primulaceae,Myrsine,coriacea,,-4.1106,-79.1878,2000-11-09,Peter M?ller Jürgensen; Carmen Ulloa Ulloa | J. Caranqui | O. S?nchez,,,2000.0,2000.0,2000.0,UNL,Myrsine coriacea,24078.0,,,POINT (-79.1878 -4.1106),[2428.],2001-2500
83,UNL24159.0,16150,Primulaceae,Myrsine,coriacea,,-3.8972,-78.4803,2008-03-15,David Neill; Wilson Rodrigo Quizhpe Coronel,,,2008.0,2005.0,2000.0,UNL,Myrsine coriacea,24159.0,,,POINT (-78.4803 -3.8972),[2387.],2001-2500
84,UNL24160.0,16150,Primulaceae,Myrsine,coriacea,,-3.8972,-78.4803,2008-03-15,David Neill; Wilson Rodrigo Quizhpe Coronel,,,2008.0,2005.0,2000.0,UNL,Myrsine coriacea,24160.0,,,POINT (-78.4803 -3.8972),[2387.],2001-2500
85,UNL24191.0,75441,Primulaceae,Myrsine,coriacea,,-4.0833,-79.1667,1988-09-22,Jens Elgaard Madsen,,,1988.0,1985.0,1980.0,UNL,Myrsine coriacea,24191.0,,,POINT (-79.1667 -4.0833),[2787.],2500-3000
86,UNL24192.0,75464,Primulaceae,Myrsine,coriacea,,-4.0833,-79.1667,1988-09-30,Jens Elgaard Madsen,,,1988.0,1985.0,1980.0,UNL,Myrsine coriacea,24192.0,,,POINT (-79.1667 -4.0833),[2787.],2500-3000
87,UNL24194.0,75518,Primulaceae,Myrsine,coriacea,,-4.0833,-79.1667,1988-10-27,Jens Elgaard Madsen,,,1988.0,1985.0,1980.0,UNL,Myrsine coriacea,24194.0,,,POINT (-79.1667 -4.0833),[2787.],2500-3000
88,UNL24220.0,86669,Primulaceae,Myrsine,coriacea,,-4.4667,-79.1667,1989-12-10,Jens Elgaard Madsen,,,1989.0,1985.0,1980.0,UNL,Myrsine coriacea,24220.0,,,POINT (-79.1667 -4.4667),[3254.],3000-3500
89,UNL24227.0,90533,Primulaceae,Myrsine,coriacea,,-3.6167,-79.2667,1989-02-12,B. ?llgaard; Jens Elgaard Madsen,,,1989.0,1985.0,1980.0,UNL,Myrsine coriacea,24227.0,,,POINT (-79.2667 -3.6167),[2858.],2500-3000
90,UNL24231.0,91620,Primulaceae,Myrsine,coriacea,,-3.4,-79.2333,1989-03-02,Lis Ellemann,,,1989.0,1985.0,1980.0,UNL,Myrsine coriacea,24231.0,,,POINT (-79.2333 -3.4),[2551.],2500-3000
92,UNL40.0,85803,Primulaceae,Myrsine,coriacea,,-4.4667,-79.15,1989-02-18,Jens Elgaard Madsen,,,1989.0,1985.0,1980.0,UNL,Myrsine coriacea,40.0,,,POINT (-79.15 -4.4667),[2817.],2500-3000
93,UNL4123.0,190,Primulaceae,Myrsine,coriacea,,-3.8881,-79.2438,2008-07-30,Nelson Villa,,,2008.0,2005.0,2000.0,UNL,Myrsine coriacea,4123.0,,,POINT (-79.2438 -3.8881),[2676.],2500-3000
94,UNL4124.0,219,Primulaceae,Myrsine,coriacea,,-4.0794,-79.1789,2008-07-31,Nelson Villa,,,2008.0,2005.0,2000.0,UNL,Myrsine coriacea,4124.0,,,POINT (-79.1789 -4.0794),[2453.],2001-2500
95,UNL42.0,85805,Primulaceae,Myrsine,coriacea,,-4.4667,-79.15,1989-02-18,Jens Elgaard Madsen,,,1989.0,1985.0,1980.0,UNL,Myrsine coriacea,42.0,,,POINT (-79.15 -4.4667),[2817.],2500-3000
96,UNL4835.0,12630,Primulaceae,Myrsine,coriacea,,-3.9764,-79.0706,2000-04-20,David Neill; QCNE Botany Interns,,,2000.0,2000.0,2000.0,UNL,Myrsine coriacea,4835.0,,,POINT (-79.0706 -3.9764),[2097.],2001-2500
97,UNL5332.0,2264,Primulaceae,Myrsine,coriacea,,-3.9667,-79.0667,1991-12-23,Daniel Rubio; C. Aulestia | Edwards,,,1991.0,1990.0,1990.0,UNL,Myrsine coriacea,5332.0,,,POINT (-79.0667 -3.9667),[2008.],2001-2500
98,UNL7472.0,137,Primulaceae,Myrsine,coriacea,,-3.9549,-79.0351,2006-04-07,Andrés Gerique; DaRío Veintimilla | Abraham Pacheco,,,2006.0,2005.0,2000.0,UNL,Myrsine coriacea,7472.0,,,POINT (-79.0351 -3.9549),[1726.],1501-2000
99,UNL7548.0,358,Primulaceae,Myrsine,coriacea,,-3.8472,-79.0375,2006-11-09,Andrés Gerique; Eduardo Tapia | DaRío Ventimilla | Linder Medina,,,2006.0,2005.0,2000.0,UNL,Myrsine coriacea,7548.0,,,POINT (-79.0375 -3.8472),[1910.],1501-2000
100,UNL8028.0,686,Primulaceae,Myrsine,coriacea,,-3.9667,-79.0667,2008-11-12,Nixon Leonardo Cumbicus Torres; Jaime Emilio Peña Tamayo,,,2008.0,2005.0,2000.0,UNL,Myrsine coriacea,8028.0,,,POINT (-79.0667 -3.9667),[2008.],2001-2500
101,UNL9295.0,221,Primulaceae,Myrsine,coriacea,,-0.3333,-78.4333,1993-01-03,Viviana Cuamac?s; E. Gudiño | J. Zuleta,,,1993.0,1990.0,1990.0,UNL,Myrsine coriacea,9295.0,,,POINT (-78.4333 -0.3333),[2536.],2500-3000
